Unnamed: 0,IMSDB_Title,RT_Title,CriticScore,AudienceScore,CriticScoreCategory
938,Paul,Paul,70.0,62.0,fresh
939,Pearl-Harbor,Pearl-Harbor,24.0,66.0,rotten
940,Peeping-Tom,Peeping-Tom,96.0,85.0,certified fresh
941,Peggy-Sue-Got-Married,Peggy-Sue-Got-Married,86.0,55.0,certified fresh
944,Perks-of-Being-a-Wallflower,Perks-of-Being-a-Wallflower,86.0,89.0,certified fresh
945,Pet-Sematary,Pet-Sematary,51.0,59.0,rotten
946,Pet-Sematary,Pet-Sematary,58.0,33.0,rotten
948,Petulia,Petulia,86.0,81.0,certified fresh
949,Philadelphia,Philadelphia,80.0,89.0,certified fresh
950,Phone-Booth,Phone-Booth,72.0,64.0,fresh
951,Pi,Pi,88.0,85.0,certified fresh
952,Pianist,Pianist,95.0,96.0,certified fresh
953,Piano,Piano,92.0,86.0,certified fresh
954,Pineapple-Express,Pineapple-Express,68.0,73.0,fresh
956,Pirates-of-the-Caribbean-Dead-Man's-Chest,Pirates-of-the-Caribbean:-Dead-Man's-Chest,53.0,72.0,rotten
957,Pitch-Black,Pitch-Black,59.0,77.0,rotten
958,Planet-of-the-Apes,Planet-of-the-Apes,87.0,87.0,certified fresh
959,Planet-of-the-Apes,Planet-of-the-Apes,44.0,27.0,rotten
960,Platinum-Blonde,Platinum-Blonde,88.0,66.0,certified fresh
961,Platoon,Platoon,88.0,93.0,certified fresh
962,Pleasantville,Pleasantville,85.0,79.0,certified fresh
963,Point-Break,Point-Break,70.0,79.0,fresh
964,Point-Break,Point-Break,11.0,29.0,rotten
966,Postman,Postman,8.0,50.0,rotten
967,Power-of-One,Power-of-One,39.0,87.0,rotten
969,Predator,Predator,81.0,87.0,certified fresh
970,Predator,Predator,32.0,33.0,rotten
971,Prestige,Prestige,76.0,92.0,certified fresh
972,Pretty-Woman,Pretty-Woman,63.0,68.0,fresh
974,Pride-and-Prejudice,Pride-and-Prejudice,100.0,77.0,certified fresh
975,Pride-and-Prejudice,Pride-and-Prejudice,66.0,56.0,fresh
976,Pride-and-Prejudice,Pride-and-Prejudice,86.0,89.0,certified fresh
977,Priest,Priest,15.0,46.0,rotten
978,Princess-Bride,Princess-Bride,97.0,94.0,certified fresh
979,Private-Life-of-Sherlock-Holmes,Private-Life-of-Sherlock-Holmes,92.0,73.0,certified fresh
981,Program,Program,43.0,80.0,rotten
982,Program,Program,62.0,43.0,fresh
983,Prom-Night,Prom-Night,48.0,35.0,rotten
984,Prom-Night,Prom-Night,7.0,38.0,rotten
985,Prometheus,Prometheus,73.0,68.0,fresh
986,Prophecy,Prophecy,24.0,36.0,rotten
987,Prophecy,Prophecy,43.0,64.0,rotten
988,Proposal,Proposal,45.0,67.0,rotten
989,Psycho,Psycho,38.0,28.0,rotten
990,Psycho,Psycho,96.0,95.0,certified fresh
991,Public-Enemies,Public-Enemies,68.0,59.0,fresh
992,Pulp-Fiction,Pulp-Fiction,92.0,96.0,certified fresh
993,Punch-Drunk-Love,Punch-Drunk-Love,79.0,77.0,certified fresh
994,Purple-Rain,Purple-Rain,70.0,78.0,fresh
996,Queen-of-the-Damned,Queen-of-the-Damned,17.0,66.0,rotten
997,Queen,Queen,96.0,76.0,certified fresh
998,Queen,Queen,96.0,62.0,certified fresh
999,Rachel-Getting-Married,Rachel-Getting-Married,84.0,62.0,certified fresh
1000,Raging-Bull,Raging-Bull,93.0,93.0,certified fresh
1001,Raising-Arizona,Raising-Arizona,91.0,85.0,certified fresh
1002,Rambling-Rose,Rambling-Rose,100.0,53.0,certified fresh
1004,Reader,Reader,63.0,79.0,fresh
1005,Real-Genius,Real-Genius,73.0,83.0,fresh
1006,Rear-Window,Rear-Window,99.0,95.0,certified fresh
1007,Rebel-Without-A-Cause,Rebel-Without-A-Cause,94.0,88.0,certified fresh
1008,Red-Planet,Red-Planet,14.0,28.0,rotten
1009,Red-Riding-Hood,Red-Riding-Hood,10.0,39.0,rotten
1011,Relic,Relic,36.0,34.0,rotten
1012,Relic,Relic,91.0,49.0,certified fresh
1013,Remember-Me,Remember-Me,27.0,69.0,rotten
1014,Replacements,Replacements,41.0,66.0,rotten
1015,Repo-Man,Repo-Man,98.0,78.0,certified fresh
1016,Rescuers-Down-Under,Rescuers-Down-Under,70.0,68.0,fresh
1017,Reservoir-Dogs,Reservoir-Dogs,92.0,94.0,certified fresh
1018,Resident-Evil,Resident-Evil,36.0,67.0,rotten
1020,Revenant,Revenant,58.0,50.0,rotten
1021,Revenant,Revenant,78.0,84.0,certified fresh
1022,Revolutionary-Road,Revolutionary-Road,67.0,71.0,fresh
1024,Rise-of-the-Guardians,Rise-of-the-Guardians,75.0,80.0,certified fresh
1025,Rise-of-the-Planet-of-the-Apes,Rise-of-the-Planet-of-the-Apes,82.0,77.0,certified fresh
1027,Road,Road,73.0,68.0,fresh
1028,Road,Road,65.0,59.0,fresh
1029,Robin-Hood-Prince-of-Thieves,Robin-Hood:-Prince-of-Thieves,51.0,72.0,rotten
1030,Robocop,Robocop,90.0,84.0,certified fresh
1031,Robocop,Robocop,48.0,49.0,rotten
1032,Rock,Rock,66.0,85.0,fresh
1033,RocknRolla,RocknRolla,60.0,71.0,fresh
1034,Rocky,Rocky,94.0,69.0,certified fresh
1035,Rocky-Horror-Picture-Show,Rocky-Horror-Picture-Show,80.0,85.0,certified fresh
1037,Ronin,Ronin,68.0,80.0,fresh
1038,Room,Room,93.0,93.0,certified fresh
1039,Roommate,Roommate,3.0,27.0,rotten
1041,Ruins,Ruins,48.0,30.0,rotten
1042,Runaway-Bride,Runaway-Bride,46.0,53.0,rotten
1043,Rush,Rush,71.0,72.0,fresh
1044,Rush,Rush,88.0,88.0,certified fresh
1045,Rush-Hour,Rush-Hour,61.0,78.0,fresh
1046,Rush-Hour-2,Rush-Hour-2,52.0,74.0,rotten
1047,Rushmore,Rushmore,89.0,91.0,certified fresh
1050,Saint,Saint,30.0,63.0,rotten
1051,Saint,Saint,55.0,29.0,rotten
1052,Salton-Sea,Salton-Sea,64.0,82.0,fresh
1054,Save-the-Last-Dance,Save-the-Last-Dance,53.0,59.0,rotten
1055,Saving-Mr.-Banks,Saving-Mr.-Banks,79.0,84.0,certified fresh
1056,Saving-Private-Ryan,Saving-Private-Ryan,93.0,95.0,certified fresh
1057,Saw,Saw,49.0,84.0,rotten
1058,Scarface,Scarface,98.0,86.0,certified fresh
1059,Scarface,Scarface,82.0,93.0,certified fresh
1060,Scary-Movie-2,Scary-Movie-2,15.0,52.0,rotten
1061,Schindler's-List,Schindler's-List,97.0,97.0,certified fresh
1063,Scream,Scream,78.0,79.0,certified fresh
1064,Scream-2,Scream-2,81.0,57.0,certified fresh
1065,Scream-3,Scream-3,39.0,37.0,rotten
1067,Searchers,Searchers,98.0,88.0,certified fresh
1068,Secret-Life-of-Walter-Mitty,Secret-Life-of-Walter-Mitty,71.0,81.0,fresh
1069,Secret-Life-of-Walter-Mitty,Secret-Life-of-Walter-Mitty,52.0,71.0,rotten
1070,Semi-Pro,Semi-Pro,22.0,38.0,rotten
1072,Serenity,Serenity,82.0,91.0,certified fresh
1073,Serenity,Serenity,20.0,29.0,rotten
1074,Serial-Mom,Serial-Mom,63.0,72.0,fresh
1075,Sessions,Sessions,91.0,80.0,certified fresh
1077,Sex-and-the-City,Sex-and-the-City,50.0,77.0,rotten
1080,Shadow-of-the-Vampire,Shadow-of-the-Vampire,82.0,74.0,certified fresh
1081,Shakespeare-in-Love,Shakespeare-in-Love,92.0,80.0,certified fresh
1082,Shallow-Grave,Shallow-Grave,69.0,83.0,fresh
1083,Shame,Shame,79.0,75.0,certified fresh
1084,Shampoo,Shampoo,60.0,52.0,fresh
1085,Shawshank-Redemption,Shawshank-Redemption,91.0,98.0,certified fresh
1086,She's-Out-of-My-League,She's-Out-of-My-League,58.0,59.0,rotten
1087,Sherlock-Holmes,Sherlock-Holmes,69.0,77.0,fresh
1088,Shifty,Shifty,96.0,67.0,certified fresh
1089,Shining,Shining,84.0,93.0,certified fresh
1090,Shipping-News,Shipping-News,55.0,61.0,rotten
1092,Shrek,Shrek,88.0,90.0,certified fresh
1093,Shrek-the-Third,Shrek-the-Third,41.0,52.0,rotten
1094,Sicario,Sicario,92.0,85.0,certified fresh
1095,Sideways,Sideways,97.0,79.0,certified fresh
1096,Siege,Siege,44.0,53.0,rotten
1097,Signs,Signs,74.0,67.0,fresh
1098,Silence-of-the-Lambs,Silence-of-the-Lambs,96.0,95.0,certified fresh
1100,Silver-Linings-Playbook,Silver-Linings-Playbook,92.0,86.0,certified fresh
1101,Simone,Simone,50.0,35.0,rotten
1102,Single-White-Female,Single-White-Female,54.0,44.0,rotten
1103,Sister-Act,Sister-Act,74.0,65.0,fresh
1104,Six-Degrees-of-Separation,Six-Degrees-of-Separation,88.0,71.0,certified fresh
1105,Sixth-Sense,Sixth-Sense,86.0,90.0,certified fresh
1107,Sleepy-Hollow,Sleepy-Hollow,69.0,80.0,fresh
1108,Sling-Blade,Sling-Blade,96.0,92.0,certified fresh
1109,Slither,Slither,86.0,63.0,certified fresh
1110,Slumdog-Millionaire,Slumdog-Millionaire,91.0,90.0,certified fresh
1111,Smashed,Smashed,83.0,68.0,certified fresh
1112,Smokin'-Aces,Smokin'-Aces,30.0,62.0,rotten
1113,Snatch,Snatch,73.0,93.0,fresh
1114,Sneakers,Sneakers,79.0,80.0,certified fresh
1115,Snow-Falling-On-Cedars,Snow-Falling-On-Cedars,39.0,68.0,rotten
1116,Snow-White-and-the-Huntsman,Snow-White-and-the-Huntsman,49.0,52.0,rotten
1117,So-I-Married-an-Axe-Murderer,So-I-Married-an-Axe-Murderer,53.0,68.0,rotten
1118,Social-Network,Social-Network,96.0,86.0,certified fresh
1119,Solaris,Solaris,66.0,59.0,fresh
1120,Soldier,Soldier,13.0,44.0,rotten
1121,Someone-To-Watch-Over-Me,Someone-To-Watch-Over-Me,67.0,41.0,fresh
1122,Something's-Gotta-Give,Something's-Gotta-Give,72.0,69.0,fresh
1123,Source-Code,Source-Code,92.0,82.0,certified fresh
1126,Spanglish,Spanglish,53.0,60.0,rotten
1128,Spartan,Spartan,65.0,62.0,fresh
1129,Speed,Speed,94.0,76.0,certified fresh
1130,Speed-Racer,Speed-Racer,40.0,60.0,rotten
1131,Sphere,Sphere,11.0,38.0,rotten
1132,Spider-Man,Spider-Man,90.0,67.0,certified fresh
1133,St.-Elmo's-Fire,St.-Elmo's-Fire,44.0,68.0,rotten
1134,Star-Trek,Star-Trek,94.0,91.0,certified fresh
1135,Star-Trek-II-The-Wrath-of-Khan,Star-Trek-II-The-Wrath-of-Khan,88.0,90.0,certified fresh
1136,Star-Trek-First-Contact,Star-Trek-First-Contact,92.0,89.0,certified fresh
1138,Star-Trek-Nemesis,Star-Trek-Nemesis,38.0,49.0,rotten
1139,Star-Trek-The-Motion-Picture,Star-Trek-The-Motion-Picture,41.0,42.0,rotten
1147,Starman,Starman,85.0,69.0,certified fresh
1148,Starship-Troopers,Starship-Troopers,65.0,70.0,fresh
1149,State-and-Main,State-and-Main,86.0,70.0,certified fresh
1151,Stepmom,Stepmom,45.0,75.0,rotten
1152,Sting,Sting,94.0,95.0,certified fresh
1153,Stir-of-Echoes,Stir-of-Echoes,67.0,70.0,fresh
1154,Storytelling,Storytelling,53.0,67.0,rotten
1155,Straight-Outta-Compton,Straight-Outta-Compton,89.0,85.0,certified fresh
1159,Sugar,Sugar,92.0,80.0,certified fresh
1162,Sunshine-Cleaning,Sunshine-Cleaning,74.0,63.0,fresh
1163,Super-8,Super-8,81.0,75.0,certified fresh
1164,Superbad,Superbad,88.0,87.0,certified fresh
1166,Supergirl,Supergirl,9.0,26.0,rotten
1168,Surrogates,Surrogates,37.0,38.0,rotten
1169,Suspect-Zero,Suspect-Zero,18.0,38.0,rotten
1170,Sweeney-Todd-The-Demon-Barber-of-Fleet-Street,Sweeney-Todd:-The-Demon-Barber-of-Fleet-Street,86.0,81.0,certified fresh
1171,Sweet-Hereafter,Sweet-Hereafter,98.0,86.0,certified fresh
1172,Sweet-Smell-of-Success,Sweet-Smell-of-Success,98.0,92.0,certified fresh
1173,Swingers,Swingers,87.0,89.0,certified fresh
1174,Swordfish,Swordfish,25.0,59.0,rotten
1176,Syriana,Syriana,73.0,67.0,fresh
1177,Take-Shelter,Take-Shelter,92.0,81.0,certified fresh
1178,Taking-Lives,Taking-Lives,22.0,55.0,rotten
1179,Taking-of-Pelham-One-Two-Three,Taking-of-Pelham-One-Two-Three,100.0,88.0,certified fresh
1181,Talented-Mr.-Ripley,Talented-Mr.-Ripley,83.0,80.0,certified fresh
1183,Tamara-Drewe,Tamara-Drewe,65.0,42.0,fresh
1184,Taxi-Driver,Taxi-Driver,96.0,93.0,certified fresh
1185,Ted,Ted,69.0,73.0,fresh
1187,Terminator,Terminator,100.0,89.0,certified fresh
1189,Terminator-Salvation,Terminator-Salvation,33.0,54.0,rotten
1191,Thelma-&-Louise,Thelma-&-Louise,84.0,82.0,certified fresh
1192,Theory-of-Everything,Theory-of-Everything,80.0,84.0,certified fresh
1193,There's-Something-About-Mary,There's-Something-About-Mary,83.0,61.0,certified fresh
1194,They,They,38.0,24.0,rotten
1195,Thing,Thing,85.0,92.0,certified fresh
1196,Thing,Thing,34.0,42.0,rotten
1198,Thirteen-Days,Thirteen-Days,83.0,80.0,certified fresh
1199,This-Boy's-Life,This-Boy's-Life,76.0,79.0,certified fresh
1200,This-is-40,This-is-40,51.0,50.0,rotten
1201,Thor,Thor,77.0,76.0,certified fresh
1203,Three-Kings,Three-Kings,94.0,77.0,certified fresh
1206,Three-Musketeers,Three-Musketeers,78.0,74.0,certified fresh
1207,Three-Musketeers,Three-Musketeers,86.0,78.0,certified fresh
1208,Three-Musketeers,Three-Musketeers,28.0,62.0,rotten
1209,Three-Musketeers,Three-Musketeers,26.0,39.0,rotten
1210,Thunderbirds,Thunderbirds,19.0,36.0,rotten
1211,Thunderheart,Thunderheart,89.0,75.0,certified fresh
1213,Timber-Falls,Timber-Falls,38.0,28.0,rotten
1214,Time-Machine,Time-Machine,76.0,79.0,certified fresh
1215,Time-Machine,Time-Machine,29.0,37.0,rotten
1216,Tin-Cup,Tin-Cup,71.0,65.0,fresh
1217,Tin-Men,Tin-Men,77.0,63.0,certified fresh
1218,Tinker-Tailor-Soldier-Spy,Tinker-Tailor-Soldier-Spy,83.0,65.0,certified fresh
1219,Titanic,Titanic,91.0,66.0,certified fresh
1220,Titanic,Titanic,89.0,69.0,certified fresh
1221,TMNT,TMNT,35.0,60.0,rotten
1222,To-Sleep-with-Anger,To-Sleep-with-Anger,88.0,78.0,certified fresh
1224,Tomorrow-Never-Dies,Tomorrow-Never-Dies,57.0,53.0,rotten
1225,Top-Gun,Top-Gun,54.0,83.0,rotten
1226,Total-Recall,Total-Recall,82.0,78.0,certified fresh
1227,Total-Recall,Total-Recall,31.0,47.0,rotten
1228,Tourist,Tourist,20.0,42.0,rotten
1229,Town,Town,93.0,85.0,certified fresh
1230,Toy-Story,Toy-Story,100.0,92.0,certified fresh
1231,Traffic,Traffic,93.0,85.0,certified fresh
1232,Training-Day,Training-Day,73.0,89.0,fresh
1233,Trainspotting,Trainspotting,91.0,93.0,certified fresh
1234,Transformers-The-Movie,Transformers:-The-Movie,58.0,88.0,rotten
1235,Tremors,Tremors,86.0,75.0,certified fresh
1237,TRON,TRON,72.0,69.0,fresh
1239,Tropic-Thunder,Tropic-Thunder,82.0,70.0,certified fresh
1240,Troy,Troy,54.0,73.0,rotten
1241,True-Grit,True-Grit,89.0,84.0,certified fresh
1242,True-Grit,True-Grit,96.0,85.0,certified fresh
1244,True-Romance,True-Romance,93.0,93.0,certified fresh
1245,Truman-Show,Truman-Show,95.0,89.0,certified fresh
1246,Twilight,Twilight,60.0,30.0,fresh
1247,Twilight,Twilight,49.0,73.0,rotten
1250,Twins,Twins,43.0,39.0,rotten
1251,Twister,Twister,58.0,58.0,rotten
1252,Two-For-The-Money,Two-For-The-Money,22.0,48.0,rotten
1254,Ugly-Truth,Ugly-Truth,14.0,60.0,rotten
1256,Unbreakable,Unbreakable,70.0,77.0,fresh
1257,Under-Fire,Under-Fire,90.0,69.0,certified fresh
1258,Unforgiven,Unforgiven,60.0,59.0,fresh
1259,Unforgiven,Unforgiven,96.0,93.0,certified fresh
1260,Unknown,Unknown,54.0,55.0,rotten
1261,Up,Up,98.0,90.0,certified fresh
1262,Up-in-the-Air,Up-in-the-Air,91.0,79.0,certified fresh
1263,Usual-Suspects,Usual-Suspects,89.0,96.0,certified fresh
1264,V-for-Vendetta,V-for-Vendetta,73.0,90.0,fresh
1265,Valentine's-Day,Valentine's-Day,18.0,47.0,rotten
1266,Valkyrie,Valkyrie,62.0,65.0,fresh
1267,Vanilla-Sky,Vanilla-Sky,42.0,72.0,rotten
1268,Verdict,Verdict,88.0,88.0,certified fresh
1269,Vertigo,Vertigo,94.0,93.0,certified fresh
1270,Very-Bad-Things,Very-Bad-Things,41.0,58.0,rotten
1271,Village,Village,43.0,57.0,rotten
1272,Virtuosity,Virtuosity,32.0,32.0,rotten
1273,Visitor,Visitor,89.0,84.0,certified fresh
1274,Visitor,Visitor,78.0,44.0,certified fresh
1275,Wag-the-Dog,Wag-the-Dog,85.0,76.0,certified fresh
1277,Walking-Tall,Walking-Tall,75.0,71.0,certified fresh
1278,Walking-Tall,Walking-Tall,26.0,60.0,rotten
1279,Wall-Street,Wall-Street,79.0,81.0,certified fresh
1280,Wall-Street-Money-Never-Sleeps,Wall-Street:-Money-Never-Sleeps,55.0,44.0,rotten
1281,Wall-E,Wall-E,95.0,90.0,certified fresh
1282,Wanted,Wanted,71.0,69.0,fresh
1283,War-for-the-Planet-of-the-Apes,War-for-the-Planet-of-the-Apes,94.0,84.0,certified fresh
1284,War-Horse,War-Horse,75.0,74.0,certified fresh
1285,War-of-the-Worlds,War-of-the-Worlds,89.0,71.0,certified fresh
1286,War-of-the-Worlds,War-of-the-Worlds,75.0,42.0,certified fresh
1288,Warrior,Warrior,83.0,92.0,certified fresh
1289,Watchmen,Watchmen,65.0,71.0,fresh
1290,Water-for-Elephants,Water-for-Elephants,60.0,70.0,fresh
1291,Way-Back,Way-Back,74.0,72.0,fresh
1292,Way-Back,Way-Back,84.0,84.0,certified fresh
1293,We-Own-the-Night,We-Own-the-Night,57.0,61.0,rotten
1294,What-About-Bob?,What-About-Bob?,84.0,79.0,certified fresh
1295,What-Lies-Beneath,What-Lies-Beneath,46.0,58.0,rotten
1296,When-a-Stranger-Calls,When-a-Stranger-Calls,41.0,49.0,rotten
1297,When-a-Stranger-Calls,When-a-Stranger-Calls,9.0,44.0,rotten
1298,When-Harry-Met-Sally,When-Harry-Met-Sally,91.0,89.0,certified fresh
1299,While-She-Was-Out,While-She-Was-Out,31.0,17.0,rotten
1300,Whistleblower,Whistleblower,75.0,71.0,certified fresh
1301,White-Christmas,White-Christmas,77.0,88.0,certified fresh
1304,White-Squall,White-Squall,58.0,65.0,rotten
1305,Whiteout,Whiteout,7.0,21.0,rotten
1306,Who-Framed-Roger-Rabbit?,Who-Framed-Roger-Rabbit?,97.0,84.0,certified fresh
1309,Wild-Bunch,Wild-Bunch,90.0,91.0,certified fresh
1310,Wild-Hogs,Wild-Hogs,14.0,61.0,rotten
1311,Wild-Things,Wild-Things,62.0,53.0,fresh
1313,Wild-Wild-West,Wild-Wild-West,17.0,28.0,rotten
1314,Willow,Willow,51.0,79.0,rotten
1315,Win-Win,Win-Win,94.0,85.0,certified fresh
1316,Wind-Chill,Wind-Chill,46.0,31.0,rotten
1317,Withnail-and-I,Withnail-and-I,94.0,94.0,certified fresh
1318,Witness,Witness,93.0,80.0,certified fresh
1319,Wizard-of-Oz,Wizard-of-Oz,98.0,89.0,certified fresh
1320,Wolf-of-Wall-Street,Wolf-of-Wall-Street,80.0,83.0,certified fresh
1321,Wonder-Boys,Wonder-Boys,82.0,83.0,certified fresh
1322,Wonder-Woman,Wonder-Woman,82.0,78.0,certified fresh
1323,Wonder-Woman,Wonder-Woman,93.0,86.0,certified fresh
1324,Woodsman,Woodsman,88.0,77.0,certified fresh
1325,World-is-not-Enough,World-is-not-Enough,52.0,49.0,rotten
1326,Wrestler,Wrestler,98.0,88.0,certified fresh
1327,X-Files-Fight-the-Future,X-Files:-Fight-the-Future,66.0,72.0,fresh
1328,X-Men,X-Men,81.0,83.0,certified fresh
1329,X-Men-Origins-Wolverine,X-Men-Origins:-Wolverine,37.0,58.0,rotten
1330,xXx,xXx,48.0,58.0,rotten
1331,Year-One,Year-One,14.0,23.0,rotten
1332,Yes-Man,Yes-Man,46.0,66.0,rotten
1333,You-Can-Count-On-Me,You-Can-Count-On-Me,95.0,88.0,certified fresh
1334,You've-Got-Mail,You've-Got-Mail,70.0,73.0,fresh
1335,Youth-in-Revolt,Youth-in-Revolt,66.0,52.0,fresh
1336,Zero-Dark-Thirty,Zero-Dark-Thirty,91.0,80.0,certified fresh
1337,Zerophilia,Zerophilia,25.0,61.0,rotten
1338,Zootopia,Zootopia,98.0,92.0,certified fresh
